chapter	I10CODE	I10NAME	FinalI11Code	FinalI11Name	FinalPostcoor	FinalPostcoDesc	FinalMaptype
18	R73.9	Hyperglycemia, unspecified	MA18.0	Elevated blood glucose level	NULL	NULL	1. full map by precoordination
18	R79.89	Other specified abnormal findings of blood chemistry	MA18.Y	Other specified abnormal findings of blood chemistry	NULL	NULL	3. only partial map possible
18	R91.1	Solitary pulmonary nodule	MD41	Clinical findings on diagnostic imaging of lung	NULL	NULL	3. only partial map possible
18	R91.8	Other nonspecific abnormal finding of lung field	MD4Y	Other specified clinical findings in the respiratory system	NULL	NULL	3. only partial map possible
18	R92.8	Other abnormal and inconclusive findings on diagnostic imaging of breast	MG00	Clinical findings on diagnostic imaging of breast	NULL	NULL	3. only partial map possible
18	R94.31	Abnormal electrocardiogram [ECG] [EKG]	MC91	Results of function studies of the circulatory system	NULL	NULL	3. only partial map possible
18	R97.20	Elevated prostate specific antigen [PSA]	MA14.1B	Prostate specific antigen positive	NULL	NULL	1. full map by precoordination
19	S00.01XA	Abrasion of scalp, initial encounter	NA00.00	Abrasion of scalp	NULL	NULL	3. only partial map possible
19	S00.03XA	Contusion of scalp, initial encounter	NA00.01	Contusion of scalp	NULL	NULL	3. only partial map possible
19	S00.11XA	Contusion of right eyelid and periocular area, initial encounter	NA00.11	Contusion of eyelid or periocular area	NA00.11&XK9K	Contusion of eyelid or periocular area & right	3. only partial map possible
19	S00.12XA	Contusion of left eyelid and periocular area, initial encounter	NA00.11	Contusion of eyelid or periocular area	NA00.11&XK8G	Contusion of eyelid or periocular area & Left	3. only partial map possible
19	S00.31XA	Abrasion of nose, initial encounter	NA00.3	Superficial injury of nose	NA00.3&XJ652	Superficial injury of nose & abrasion	3. only partial map possible
19	S00.33XA	Contusion of nose, initial encounter	NA00.3	Superficial injury of nose	NA00.3&XJ9NV	Superficial injury of nose & Contusion	3. only partial map possible
19	S00.81XA	Abrasion of other part of head, initial encounter	NA00.6	Abrasion of other or unspecified sites of head	NULL	NULL	3. only partial map possible
19	S00.83XA	Contusion of other part of head, initial encounter	NA00.7	Contusion of other or unspecified sites of head	NULL	NULL	3. only partial map possible
19	S00.91XA	Abrasion of unspecified part of head, initial encounter	NA00.6	Abrasion of other or unspecified sites of head	NULL	NULL	3. only partial map possible
19	S00.93XA	Contusion of unspecified part of head, initial encounter	NA00.7	Contusion of other or unspecified sites of head	NULL	NULL	3. only partial map possible
19	S01.01XA	Laceration without foreign body of scalp, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA6CW5	Laceration without foreign body of head & Scalp	3. only partial map possible
19	S01.01XD	Laceration without foreign body of scalp, subsequent encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA6CW5	Laceration without foreign body of head	3. only partial map possible
19	S01.111A	Laceration without foreign body of right eyelid and periocular area, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA17K1	Laceration without foreign body of head & Eyelid and ocular surface	3. only partial map possible
19	S01.112A	Laceration without foreign body of left eyelid and periocular area, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA17K1	Laceration without foreign body of head & Eyelid and ocular surface	3. only partial map possible
19	S01.21XA	Laceration without foreign body of nose, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA3H13	Laceration without foreign body of head & Nose 	3. only partial map possible
19	S01.511A	Laceration without foreign body of lip, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA8JD4	Laceration without foreign body of head & Lip 	3. only partial map possible
19	S01.512A	Laceration without foreign body of oral cavity, initial encounter	NA01.2	Laceration without foreign body of head	NA01.2&XA1WN1	Laceration without foreign body of head & Oral cavity 	3. only partial map possible
19	S01.81XA	Laceration without foreign body of other part of head, initial encounter	NA01.2	Laceration without foreign body of head	NULL	NULL	3. only partial map possible
19	S01.81XD	Laceration without foreign body of other part of head, subsequent encounter	NA01.2	Laceration without foreign body of head	NULL	NULL	3. only partial map possible
19	S01.91XA	Laceration without foreign body of unspecified part of head, initial encounter	NA01.2	Laceration without foreign body of head	NULL	NULL	3. only partial map possible
19	S02.2XXA	Fracture of nasal bones, initial encounter for closed fracture	NA02.3	Fracture of nasal bones	NA02.3&XJ44E	Fracture of nasal bones & Closed fracture	3. only partial map possible
19	S02.5XXA	Fracture of tooth (traumatic), initial encounter for closed fracture	NA02.6	Fracture of tooth	NA02.6&XJ44E	Fracture of tooth & Closed fracture	3. only partial map possible
19	S05.01XA	Injury of conjunctiva and corneal abrasion without foreign body, right eye, initial encounter	NA06.4	Injury of conjunctiva or corneal abrasion without mention of foreign body	NA06.4&XK9K	Injury of conjunctiva or corneal abrasion without mention of foreign body & Right	3. only partial map possible
19	S05.02XA	Injury of conjunctiva and corneal abrasion without foreign body, left eye, initial encounter	NA06.4	Injury of conjunctiva or corneal abrasion without mention of foreign body	NA06.4&XK8G	Injury of conjunctiva or corneal abrasion without mention of foreign body & Left	3. only partial map possible
19	S05.11XA	Contusion of eyeball and orbital tissues, right eye, initial encounter	NA06.9	Contusion of eyeball or orbital tissues	NA06.9&XK9K	Contusion of eyeball or orbital tissues & Right	3. only partial map possible
19	S05.12XA	Contusion of eyeball and orbital tissues, left eye, initial encounter	NA06.9	Contusion of eyeball or orbital tissues	NA06.9&XK8G	Contusion of eyeball or orbital tissues & Left	3. only partial map possible
19	S06.0X0A	Concussion without loss of consciousness, initial encounter	NA07.0Y	Other specified concussion	NULL	NULL	3. only partial map possible
19	S06.0X1A	Concussion with loss of consciousness of 30 minutes or less, initial encounter	NA07.02	Loss of consciousness, short duration of less than 30 minutes	NULL	NULL	3. only partial map possible
19	S06.0X9A	Concussion with loss of consciousness of unspecified duration, initial encounter	NA07.09	Loss of consciousness, duration unspecified or unknown due to lack of information	NULL		3. only partial map possible
19	S06.5X0A	Traumatic subdural hemorrhage without loss of consciousness, initial encounter	NA07.6	Traumatic subdural haemorrhage	NULL	NULL	3. only partial map possible
19	S06.5X0D	Traumatic subdural hemorrhage without loss of consciousness, subsequent encounter	NA07.6	Traumatic subdural haemorrhage	NULL	NULL	3. only partial map possible
19	S06.5X1A	Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter	NA07.6	Traumatic subdural haemorrhage	NA07.6/NA07.03	Traumatic subdural haemorrhage / Loss of consciousness, short duration of 30 minutes to less than one hour	3. only partial map possible
19	S06.5X9A	Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, initial encounter	NA07.6	Traumatic subdural haemorrhage	NA07.6/NA07.09	Traumatic subdural haemorrhage / Loss of consciousness, duration unspecified or unknown due to lack of information	3. only partial map possible
19	S06.6X0A	Traumatic subarachnoid hemorrhage without loss of consciousness, initial encounter	NA07.7	Traumatic subarachnoid haemorrhage	NULL	NULL	3. only partial map possible
19	S06.6X1A	Traumatic subarachnoid hemorrhage with loss of consciousness of 30 minutes or less, initial encounter	NA07.7	Traumatic subarachnoid haemorrhage	NA07.7/NA07.03	Traumatic subarachnoid haemorrhage & Loss of consciousness, short duration of 30 minutes to less than one hour	3. only partial map possible
19	S06.6X9A	Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter	NA07.7	Traumatic subarachnoid haemorrhage	NA07.7/NA07.09	Traumatic subarachnoid haemorrhage & Loss of consciousness, duration unspecified or unknown due to lack of information	3. only partial map possible
19	S06.9X9A	Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter	NA07.Z	Intracranial injury, unspecified	NA07.Z/NA07.09	Intracranial injury, unspecified & Loss of consciousness, duration unspecified or unknown due to lack of information	3. only partial map possible
19	S09.8XXA	Other specified injuries of head, initial encounter	NA0A.Y	Other specified injuries of head	NULL	NULL	3. only partial map possible
19	S09.90XA	Unspecified injury of head, initial encounter	NA0Z	Injuries to the head, unspecified	NULL	NULL	3. only partial map possible
19	S09.90XD	Unspecified injury of head, subsequent encounter	NA0Z	Injuries to the head, unspecified	NULL	NULL	3. only partial map possible
19	S09.93XA	Unspecified injury of face, initial encounter	NA0Z	Injuries to the head, unspecified	NULL	NULL	3. only partial map possible
19	S13.4XXA	Sprain of ligaments of cervical spine, initial encounter	NA23.4Z	Strain or sprain of cervical spine, unspecified	NA23.4Z&XA1LE7	Strain or sprain of cervical spine, unspecified & Ligaments of the head and neck	3. only partial map possible
19	S13.9XXA	Sprain of joints and ligaments of unspecified parts of neck, initial encounter	NA61.0	Strain or sprain of muscle, fascia or tendon at neck level	NA61.0&XA1LE7	Strain or sprain of muscle, fascia or tendon at neck level & Ligaments of the head and neck	3. only partial map possible
19	S16.1XXA	Strain of muscle, fascia and tendon at neck level, initial encounter	NA61.0	Strain or sprain of muscle, fascia or tendon at neck level	NULL	NULL	3. only partial map possible
19	S16.1XXD	Strain of muscle, fascia and tendon at neck level, subsequent encounter	NA61.0	Strain or sprain of muscle, fascia or tendon at neck level	NULL	NULL	3. only partial map possible
19	S19.9XXA	Unspecified injury of neck, initial encounter	NA6Z	Injuries to the neck, unspecified	NULL	NULL	3. only partial map possible
19	S20.20XA	Contusion of thorax, unspecified, initial encounter	NA80.6	Contusion of thorax	NULL	NULL	3. only partial map possible
19	S20.211A	Contusion of right front wall of thorax, initial encounter	NA80.6	Contusion of thorax	NA80.6&XA00R3	Contusion of thorax&Anterior thoracic region	3. only partial map possible
19	S20.212A	Contusion of left front wall of thorax, initial encounter	NA80.6	Contusion of thorax	NA80.6&XA00R3	Contusion of thorax&Anterior thoracic region	3. only partial map possible
19	S20.219A	Contusion of unspecified front wall of thorax, initial encounter	NA80.6	Contusion of thorax	NA80.6&XA00R3	Contusion of thorax & Anterior thoracic region	3. only partial map possible
19	S20.229A	Contusion of unspecified back wall of thorax, initial encounter	NA80.6	Contusion of thorax	NA80.6&XA10L7	Contusion of thorax & Upper back	3. only partial map possible
19	S22.000A	Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture	NA82.0	Fracture of thoracic vertebra	NA82.0&XJ6NA&XJ44E	Fracture of thoracic vertebra&Wedge& Closed fracture	3. only partial map possible
19	S22.080A	Wedge compression fracture of T11-T12 vertebra, initial encounter for closed fracture	NA82.0	Fracture of thoracic vertebra	NA82.0&XJ6NA&XJ44E&XA7T69&XA69W5	Fracture of thoracic vertebra&Wedge& Closed fracture&Eleventh&Twelfth thoracic vertebra	3. only partial map possible
19	S22.089A	Unspecified fracture of T11-T12 vertebra, initial encounter for closed fracture	NA82.0	Fracture of thoracic vertebra	NA82.0&XJ44E&XA7T69&XA69W5	Fracture of thoracic vertebra & Closed fracture & Eleventh thoracic vertebra & Twelfth thoracic vertebra	3. only partial map possible
19	S22.31XA	Fracture of one rib, right side, initial encounter for closed fracture	NA82.3Y	Other specified fracture of rib	NA82.3Y&XJ44E&XK9K	Other specified fracture of rib& Closed& Right	3. only partial map possible
19	S22.32XA	Fracture of one rib, left side, initial encounter for closed fracture	NA82.3Y	Other specified fracture of rib	NA82.3Y&XJ44E&XK8G	Other specified fracture of rib	3. only partial map possible
19	S22.39XA	Fracture of one rib, unspecified side, initial encounter for closed fracture	NA82.3Y	Other specified fracture of rib	NA82.3Y&XJ44E	Other specified fracture of rib& Closed	3. only partial map possible
19	S22.41XA	Multiple fractures of ribs, right side, initial encounter for closed fracture	NA82.4	Multiple fractures of ribs	NA82.4&XK9K&XJ44E	Multiple fractures of ribs & Right & Closed fracture	3. only partial map possible
19	S22.41XD	Multiple fractures of ribs, right side, subsequent encounter for fracture with routine healing	NA82.4	Multiple fractures of ribs	NA82.4&XK9K	Multiple fractures of ribs & Right	3. only partial map possible
19	S22.42XA	Multiple fractures of ribs, left side, initial encounter for closed fracture	NA82.4	Multiple fractures of ribs	NA82.4&XK8G&XJ44E	Multiple fractures of ribs & Left & Closed fracture	3. only partial map possible
