icd9cm;icd9_title;icd10cm;Maptype
07030;Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta;B1910;general equivalence mapping(medicare)
27650;Volume depletion, unspecified;E869;general equivalence mapping(medicare)
30300;Acute alcoholic intoxication in alcoholism, unspecified;F10229;general equivalence mapping(medicare)
042;Human immunodeficiency virus [HIV] disease;B20;general equivalence mapping(medicare)
7813;Lack of coordination;R270;general equivalence mapping(medicare)
7813;Lack of coordination;R278;general equivalence mapping(medicare)
7813;Lack of coordination;R279;general equivalence mapping(medicare)
7197;Difficulty in walking;R262;general equivalence mapping(medicare)
53140;Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction;K254;general equivalence mapping(medicare)
2769;Electrolyte and fluid disorders not elsewhere classified;E878;general equivalence mapping(medicare)
E9353;Salicylates causing adverse effects in therapeutic use;NoDx;general equivalence mapping(medicare)
E9353;Salicylates causing adverse effects in therapeutic use;T51.94XA;manual matching
4430;Raynaud's syndrome;I7300;general equivalence mapping(medicare)
V454;Arthrodesis status;M960;general equivalence mapping(medicare)
V454;Arthrodesis status;Z981;general equivalence mapping(medicare)
V454;Person boarding or alighting a car injured in collision with railway train or railway vehicle;M960;general equivalence mapping(medicare)
V454;Person boarding or alighting a car injured in collision with railway train or railway vehicle;Z981;general equivalence mapping(medicare)
99739;Other respiratory complications;J95859;general equivalence mapping(medicare)
99739;Other respiratory complications;J9588;general equivalence mapping(medicare)
99739;Other respiratory complications;J9589;general equivalence mapping(medicare)
51911;Acute bronchospasm;J9801;general equivalence mapping(medicare)
193;Malignant neoplasm of thyroid gland;C73;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;D7801;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;D7802;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;D7821;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;D7822;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;E3601;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;E3602;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;G9731;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;G9732;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;G9751;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;G9752;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59111;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59112;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59113;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59119;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59121;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59122;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59123;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59129;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59311;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59312;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59313;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59319;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59321;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59322;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59323;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H59329;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H9521;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H9522;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H9541;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;H9542;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97410;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97411;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97418;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I9742;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97610;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97611;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I97618;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;I9762;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;J9561;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;J9562;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;J95830;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;J95831;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;K9161;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;K9162;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;K91840;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;K91841;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;L7601;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;L7602;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;L7621;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;L7622;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;M96810;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;M96811;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;M96830;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;M96831;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;N9961;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;N9962;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;N99820;general equivalence mapping(medicare)
99812;Hematoma complicating a procedure;N99821;general equivalence mapping(medicare)
64821;Anemia of mother, delivered, with or without mention of antepartum condition;O99011;general equivalence mapping(medicare)
64821;Anemia of mother, delivered, with or without mention of antepartum condition;O99012;general equivalence mapping(medicare)
64821;Anemia of mother, delivered, with or without mention of antepartum condition;O99013;general equivalence mapping(medicare)
64821;Anemia of mother, delivered, with or without mention of antepartum condition;O9902;general equivalence mapping(medicare)
6824;Cellulitis and abscess of hand, except fingers and thumb;L03119;general equivalence mapping(medicare)
6824;Cellulitis and abscess of hand, except fingers and thumb;L03129;general equivalence mapping(medicare)
6823;Cellulitis and abscess of upper arm and forearm;L03119;general equivalence mapping(medicare)
6823;Cellulitis and abscess of upper arm and forearm;L03129;general equivalence mapping(medicare)
V463;Wheelchair dependence;Z993;general equivalence mapping(medicare)
V463;Unspecified car occupant injured in collision with other nonmotor vehicle in nontraffic accident;Z993;general equivalence mapping(medicare)
319;Unspecified intellectual disabilities;F79;general equivalence mapping(medicare)
82111;Open fracture of shaft of femur;S72309B;general equivalence mapping(medicare)
82111;Open fracture of shaft of femur;S72309C;general equivalence mapping(medicare)
9010;Injury to thoracic aorta;S2500XA;general equivalence mapping(medicare)
80704;Closed fracture of four ribs;S2249XA;general equivalence mapping(medicare)
E8120;Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle;V4988XA;general equivalence mapping(medicare)
20282;Other malignant lymphomas, intrathoracic lymph nodes;C8582;general equivalence mapping(medicare)
5121;Iatrogenic pneumothorax;J95811;general equivalence mapping(medicare)
33818;Other acute postoperative pain;G8918;general equivalence mapping(medicare)
V452;Presence of cerebrospinal fluid drainage device;Z982;general equivalence mapping(medicare)
V452;Person on outside of car injured in collision with railway train or railway vehicle in nontraffic accident;Z982;general equivalence mapping(medicare)
9693;Poisoning by other antipsychotics, neuroleptics, and major tranquilizers;T43501A;general equivalence mapping(medicare)
9693;Poisoning by other antipsychotics, neuroleptics, and major tranquilizers;T43502A;general equivalence mapping(medicare)
9693;Poisoning by other antipsychotics, neuroleptics, and major tranquilizers;T43503A;general equivalence mapping(medicare)
9693;Poisoning by other antipsychotics, neuroleptics, and major tranquilizers;T43504A;general equivalence mapping(medicare)
9693;Poisoning by other antipsychotics, neuroleptics, and major tranquilizers;T43591A;general equivalence mapping(medicare)
